date,category,supplier,warehouse,order_status,units_sold,inventory_level,transportation_cost,order_accuracy,lead_time,backorder,cost_of_goods_sold,average_inventory,warehouse_capacity,sku,defect_rate,route,transportation_mode,manufacturing_cost,location,revenue_generated,cost,shipping_cost
11-09-2023,Furniture,Supplier A,Warehouse 3,Canceled,383,1491,12680.27306,TRUE,4,FALSE,40697.16879,1018.5,5708,SKU66,3.448063288,Route A,Road,42.08443674,Kolkata,2529.66,1965.96,187.65
10-09-2023,Accessories,Supplier D,Warehouse 1,Fulfilled,74,546,11137.82119,TRUE,13,TRUE,4410.39297,380.5,6416,SKU16,1.012563089,Route A,Road,77.1063425,Bangalore,100,46.39,4.68
09-09-2023,Electronics,Supplier A,Warehouse 2,Pending,986,215,7059.318008,TRUE,17,FALSE,127665.6916,462.5,8988,SKU48,1.698112541,Route B,Road,23.12636358,Mumbai,2651.51,1688.77,53.56
08-09-2023,Accessories,Supplier D,Warehouse 1,Fulfilled,688,710,6640.489134,TRUE,4,FALSE,131800.2232,590.5,6909,SKU11,0.021169821,Route A,Sea,27.59236309,Kolkata,100,47.65,5.64
07-09-2023,Accessories,Supplier B,Warehouse 2,Fulfilled,424,471,2054.724716,TRUE,14,FALSE,41977.51505,1077,8090,SKU82,4.137877049,Route C,Road,4.465278435,Mumbai,322.64,247.85,14.9
06-09-2023,Clothing,Supplier C,Warehouse 2,Fulfilled,655,1683,7942.277316,TRUE,25,FALSE,91519.16422,1597.5,8916,SKU99,0.346027291,Route B,Sea,38.07289852,Chennai,2840.59,1882.95,215.43
05-09-2023,Accessories,Supplier C,Warehouse 2,Fulfilled,363,1512,7964.371407,TRUE,2,FALSE,45124.1499,2557.5,5677,SKU43,0.372304768,Route A,Road,26.27736596,Mumbai,2914.72,1511.43,110.6
04-09-2023,Accessories,Supplier B,Warehouse 1,Fulfilled,543,3603,8831.441865,TRUE,27,FALSE,23002.8956,3756.5,8524,SKU16,1.012563089,Route A,Air,77.1063425,Bangalore,565.42,462.7,14.21
03-09-2023,Electronics,Supplier C,Warehouse 3,Fulfilled,539,3910,5367.394809,TRUE,24,FALSE,70548.05802,3133,7356,SKU82,4.137877049,Route C,Road,4.465278435,Mumbai,887.05,400.8,13.64
02-09-2023,Furniture,Supplier A,Warehouse 1,Canceled,767,2356,12365.46336,TRUE,2,FALSE,69557.33995,1419,6531,SKU67,0.131955444,Route C,Road,7.057876147,Mumbai,7119.13,4654.05,408.62
01-09-2023,Furniture,Supplier A,Warehouse 3,Fulfilled,635,482,1530.04261,TRUE,13,FALSE,57251.31903,1397,5781,SKU42,4.939255289,Route A,Sea,96.42282064,Bangalore,1114.29,807.27,86.98
31-08-2023,Accessories,Supplier A,Warehouse 2,Fulfilled,74,2312,7301.366294,TRUE,20,FALSE,7741.678167,2517,9958,SKU0,0.226410361,Route B,Road,46.27987924,Mumbai,17033.21,7264.36,121.37
30-08-2023,Clothing,Supplier D,Warehouse 2,Fulfilled,544,2722,8052.843849,TRUE,16,FALSE,93421.70221,1755.5,5131,SKU46,3.648610593,Route B,Air,77.32235321,Chennai,1804.57,1207.32,109.24
29-08-2023,Electronics,Supplier C,Warehouse 1,Fulfilled,417,789,3258.304997,TRUE,20,FALSE,64641.93651,2256.5,6022,SKU64,0.159486315,Route C,Air,8.693042426,Delhi,2719.05,2085.93,202.62
28-08-2023,Furniture,Supplier D,Warehouse 1,Fulfilled,297,3724,10417.63938,FALSE,24,TRUE,55791.01055,3491,6044,SKU92,0.333431825,Route B,Road,62.6126904,Mumbai,9107.69,3919.83,96.62
27-08-2023,Accessories,Supplier B,Warehouse 1,Fulfilled,286,3258,8412.195642,TRUE,23,FALSE,48530.6803,3812.5,7498,SKU80,2.849662199,Route B,Air,76.96122802,Chennai,2061.17,1299.58,27.34
26-08-2023,Electronics,Supplier B,Warehouse 2,Pending,973,4367,3734.751851,TRUE,25,FALSE,118909.4154,2716.5,8349,SKU33,3.541046012,Route A,Road,23.85342751,Chennai,663.58,342.64,37.76
25-08-2023,Clothing,Supplier C,Warehouse 1,Fulfilled,330,1066,9398.406222,FALSE,24,FALSE,26605.4811,814.5,9513,SKU24,3.691310293,Route A,Sea,40.3823597,Bangalore,1620.15,1131.38,86.84
24-08-2023,Clothing,Supplier B,Warehouse 3,Fulfilled,79,563,3481.511572,TRUE,26,FALSE,5899.084527,1208.5,7902,SKU74,0.396612724,Route A,Road,80.58085216,Delhi,1744.79,791.1,17.73
23-08-2023,Accessories,Supplier B,Warehouse 3,Canceled,776,1854,14235.84999,TRUE,17,FALSE,40323.25733,2142,6347,SKU47,0.380573587,Route A,Air,19.71299291,Kolkata,461.86,379.5,31.21
22-08-2023,Accessories,Supplier D,Warehouse 2,Canceled,305,2430,3351.67487,TRUE,29,TRUE,39024.57371,1572.5,8468,SKU10,1.727313928,Route B,Rail,96.52735279,Kolkata,1399.92,1123.61,61.96
21-08-2023,Clothing,Supplier A,Warehouse 3,Pending,933,715,13241.82459,TRUE,11,TRUE,142533.0639,2322,6321,SKU74,0.396612724,Route A,Road,80.58085216,Delhi,860.75,416.34,62.87
20-08-2023,Electronics,Supplier C,Warehouse 2,Fulfilled,96,3929,4254.943273,TRUE,10,FALSE,8182.814785,4255.5,9135,SKU52,2.122471619,Route C,Air,9.166849149,Mumbai,4556.72,2485.55,322.84
19-08-2023,Electronics,Supplier C,Warehouse 3,Fulfilled,118,4582,7138.171522,TRUE,18,FALSE,2363.933548,2530,7436,SKU81,2.547547122,Route B,Sea,19.78959294,Delhi,1871.72,1243.64,123.42
18-08-2023,Furniture,Supplier C,Warehouse 3,Pending,224,478,12578.99683,TRUE,25,FALSE,39053.80543,1842,8596,SKU75,2.030069089,Route C,Air,48.06478264,Chennai,1362.67,985.39,59.54
17-08-2023,Clothing,Supplier B,Warehouse 3,Fulfilled,174,3206,1303.955918,TRUE,20,FALSE,27594.31521,4054.5,5641,SKU71,2.078750608,Route A,Rail,30.66167748,Bangalore,1625.9,974.23,38.82
16-08-2023,Furniture,Supplier B,Warehouse 2,Canceled,132,4903,13638.99427,TRUE,18,FALSE,21331.20671,3169,7477,SKU98,2.908122169,Route A,Air,5.604690864,Chennai,2260,1062.95,97.06
15-08-2023,Furniture,Supplier B,Warehouse 1,Canceled,763,1435,14766.99863,TRUE,25,FALSE,149533.804,862.5,8960,SKU54,2.478771976,Route B,Sea,30.18602338,Kolkata,3350.33,1497.16,42.08
14-08-2023,Clothing,Supplier B,Warehouse 1,Fulfilled,840,290,533.6893889,TRUE,23,FALSE,136507.4845,1553,5181,SKU53,1.410347576,Route B,Road,83.34405899,Delhi,665.33,565.46,36.2
13-08-2023,Accessories,Supplier D,Warehouse 1,Fulfilled,890,2816,2898.592206,TRUE,4,FALSE,146217.2294,3442,5831,SKU88,0.722204402,Route A,Air,68.18491906,Mumbai,638.05,385.96,9.6
12-08-2023,Furniture,Supplier D,Warehouse 2,Fulfilled,282,4068,13956.20643,TRUE,19,FALSE,42351.12732,2906,8823,SKU89,1.907665734,Route B,Air,46.60387338,Kolkata,5457.14,4325.54,236.5
11-08-2023,Furniture,Supplier D,Warehouse 1,Fulfilled,300,1744,13718.67725,TRUE,16,FALSE,23197.34898,2820.5,7840,SKU13,1.63107423,Route B,Road,97.82905011,Bangalore,1197.11,738.7,10.87
10-08-2023,Electronics,Supplier C,Warehouse 3,Fulfilled,162,3897,7654.397156,TRUE,3,FALSE,16153.51176,3590,9767,SKU49,2.825813985,Route A,Rail,14.14781544,Delhi,438.41,357.33,12.04
09-08-2023,Electronics,Supplier C,Warehouse 3,Fulfilled,579,3283,12574.05932,TRUE,2,FALSE,94659.50513,2597,9057,SKU94,1.463607498,Route B,Road,60.38737861,Delhi,2818.08,1238.52,63.14
08-08-2023,Electronics,Supplier C,Warehouse 3,Fulfilled,274,1911,5586.275534,TRUE,2,FALSE,22919.11532,1952.5,8585,SKU92,0.333431825,Route B,Sea,62.6126904,Mumbai,2873.74,1296.94,148
07-08-2023,Electronics,Supplier C,Warehouse 3,Fulfilled,319,1994,8821.972474,TRUE,9,FALSE,36827.71442,1650.5,6514,SKU15,2.264405761,Route B,Road,97.12128175,Bangalore,391.23,320.15,25.04
06-08-2023,Furniture,Supplier C,Warehouse 1,Pending,648,1307,13478.61011,TRUE,18,FALSE,121214.2943,3034,6028,SKU68,1.983467872,Route A,Sea,97.11358156,Bangalore,2274.42,1879.52,21.15
05-08-2023,Electronics,Supplier B,Warehouse 3,Pending,125,4761,4174.001283,TRUE,2,FALSE,15305.89706,2774,9750,SKU8,2.709862691,Route B,Road,11.42302714,Mumbai,3772.84,2043.46,259.46
04-08-2023,Accessories,Supplier D,Warehouse 2,Fulfilled,365,787,11428.94256,TRUE,11,FALSE,38197.65461,1038,6748,SKU69,1.362387989,Route A,Road,77.62776581,Kolkata,2629.07,1471.82,182.87
03-08-2023,Clothing,Supplier B,Warehouse 1,Fulfilled,442,1289,3517.537502,TRUE,12,FALSE,81531.55317,1348,9009,SKU40,4.213269431,Route A,Sea,88.1794071,Kolkata,3401.53,2053.17,104.33
02-08-2023,Accessories,Supplier D,Warehouse 3,Fulfilled,564,1407,3723.100116,TRUE,21,FALSE,24964.67554,2530,6934,SKU37,2.610288085,Route A,Sea,34.34327747,Kolkata,443.96,260.72,24.16
01-08-2023,Electronics,Supplier B,Warehouse 1,Fulfilled,812,3653,14653.24735,FALSE,22,FALSE,78709.99536,3603.5,8367,SKU95,1.21088213,Route A,Rail,58.89068577,Mumbai,2517.55,1222.32,88.61
31-07-2023,Clothing,Supplier D,Warehouse 3,Canceled,828,3554,13856.58626,TRUE,9,TRUE,30175.38009,3016,6156,SKU28,0.815757079,Route A,Sea,59.42938181,Mumbai,1335.93,1074.44,22.13
30-07-2023,Accessories,Supplier D,Warehouse 2,Fulfilled,808,2478,712.3833455,TRUE,29,FALSE,27635.48208,2020,6656,SKU39,1.451972204,Route B,Air,9.005807429,Kolkata,1115.67,573.44,49.81
29-07-2023,Clothing,Supplier D,Warehouse 1,Fulfilled,929,1562,7511.831493,TRUE,8,FALSE,158546.8407,2429.5,7101,SKU87,3.693737788,Route B,Road,28.69699682,Chennai,4318.03,3097.64,49.56
28-07-2023,Furniture,Supplier B,Warehouse 3,Fulfilled,199,3297,1197.145043,TRUE,22,FALSE,6836.235127,2789,5959,SKU26,2.119319737,Route A,Road,15.97222976,Bangalore,7936.87,3414.6,562.61
27-07-2023,Electronics,Supplier A,Warehouse 3,Fulfilled,242,2281,9507.784692,TRUE,29,FALSE,13504.84018,1647,8621,SKU7,0.398177187,Route C,Road,99.4661086,Bangalore,10876.61,4540.31,808.37
26-07-2023,Clothing,Supplier D,Warehouse 1,Pending,583,1013,3657.069045,TRUE,3,FALSE,82715.00794,2863,8562,SKU67,0.131955444,Route C,Rail,7.057876147,Mumbai,6733.21,4674.05,448.57
25-07-2023,Accessories,Supplier C,Warehouse 2,Fulfilled,340,4713,11731.29521,TRUE,29,FALSE,57227.59982,4402.5,9918,SKU60,2.853090617,Route A,Rail,87.21305782,Mumbai,1620.14,895.22,76.45
24-07-2023,Clothing,Supplier C,Warehouse 2,Fulfilled,503,4092,11939.44185,TRUE,13,FALSE,17550.83442,3392.5,5941,SKU97,3.376237835,Route A,Rail,65.76515593,Mumbai,2572.72,1787.93,120.45
23-07-2023,Clothing,Supplier A,Warehouse 2,Fulfilled,553,2693,3543.811663,TRUE,10,FALSE,72764.64212,1911.5,8681,SKU24,3.691310293,Route A,Air,40.3823597,Bangalore,3892.56,1721.72,306.91
22-07-2023,Electronics,Supplier B,Warehouse 1,Fulfilled,775,1130,14332.08291,TRUE,20,FALSE,125276.4708,1101,9662,SKU90,1.219382224,Route B,Road,85.67596334,Bangalore,2040.96,1688.76,48.15
21-07-2023,Furniture,Supplier A,Warehouse 2,Fulfilled,465,1072,978.6730706,TRUE,8,FALSE,41619.61656,1696,8698,SKU39,1.451972204,Route B,Air,9.005807429,Kolkata,2060.62,1518.33,22.04
20-07-2023,Furniture,Supplier B,Warehouse 3,Pending,950,2320,6763.845886,TRUE,27,FALSE,181905.7882,3097,7167,SKU3,4.746648621,Route A,Rail,35.6247414,Kolkata,4120.6,3273.07,194.27
19-07-2023,Electronics,Supplier C,Warehouse 2,Fulfilled,858,3874,777.9343691,TRUE,27,FALSE,155869.3857,2635,8913,SKU86,2.051512931,Route A,Road,74.60897,Mumbai,1703.97,786.23,50.54
18-07-2023,Accessories,Supplier C,Warehouse 3,Fulfilled,898,1396,4849.108102,TRUE,3,FALSE,176622.4344,1536.5,5743,SKU56,1.173755495,Route B,Road,12.83628457,Mumbai,871.93,474.39,25.44
17-07-2023,Furniture,Supplier A,Warehouse 1,Pending,501,1677,14279.4517,TRUE,29,FALSE,61222.12593,1766,6393,SKU21,0.018607568,Route C,Air,61.73572895,Chennai,1194.55,675.82,6.61
16-07-2023,Furniture,Supplier C,Warehouse 3,Canceled,437,1855,7709.823328,TRUE,5,FALSE,33229.94485,2874,8019,SKU85,1.374429,Route B,Sea,69.92934552,Chennai,3408.1,2187.07,169.44
15-07-2023,Clothing,Supplier D,Warehouse 3,Fulfilled,145,3893,10256.0595,TRUE,22,FALSE,23164.1267,3824,5295,SKU57,2.51117483,Route A,Air,67.77962299,Delhi,1813.46,967.65,44.98
14-07-2023,Electronics,Supplier A,Warehouse 3,Canceled,450,3755,12233.32465,TRUE,15,FALSE,64637.77235,4091,6936,SKU25,3.797231217,Route B,Road,78.28038312,Kolkata,2540.74,1085.62,48.5
13-07-2023,Clothing,Supplier D,Warehouse 2,Canceled,860,4427,10075.62966,TRUE,13,FALSE,117381.5711,2318.5,9788,SKU0,0.226410361,Route B,Road,46.27987924,Mumbai,3533.62,2000.01,28.38
12-07-2023,Accessories,Supplier C,Warehouse 2,Canceled,700,210,1526.475822,TRUE,10,FALSE,86946.0842,738.5,6060,SKU1,4.854068026,Route B,Air,33.61676895,Mumbai,1242.85,639.5,40.18
11-07-2023,Clothing,Supplier B,Warehouse 2,Pending,155,1267,11764.95935,TRUE,9,FALSE,9637.112272,1859.5,8316,SKU9,3.844614479,Route B,Rail,47.95760163,Chennai,3851.62,2209.54,273.17
10-07-2023,Clothing,Supplier B,Warehouse 2,Fulfilled,884,2452,5173.709955,TRUE,21,FALSE,119030.2127,2734.5,5141,SKU52,2.122471619,Route C,Air,9.166849149,Mumbai,2640.81,1290.39,79.89
09-07-2023,Electronics,Supplier C,Warehouse 3,Canceled,496,3017,9232.716384,TRUE,9,FALSE,56513.00985,2316,6529,SKU16,1.012563089,Route A,Road,77.1063425,Bangalore,525.94,272.36,29.42
08-07-2023,Furniture,Supplier B,Warehouse 2,Fulfilled,940,1615,5264.274175,TRUE,25,FALSE,22264.7225,3013.5,8459,SKU27,2.864667838,Route B,Road,10.52824507,Mumbai,7648.81,5217.47,472.25
07-07-2023,Accessories,Supplier B,Warehouse 1,Fulfilled,425,4412,5477.864053,TRUE,17,FALSE,50056.33722,3799,8386,SKU65,4.911095955,Route C,Sea,1.597222743,Kolkata,1095.82,629.73,32.44
06-07-2023,Electronics,Supplier B,Warehouse 3,Fulfilled,673,3186,7936.112755,TRUE,29,FALSE,50363.58472,2828.5,5794,SKU98,2.908122169,Route A,Road,5.604690864,Chennai,345.47,191.88,23.02
05-07-2023,Accessories,Supplier B,Warehouse 2,Fulfilled,55,2471,1622.467504,TRUE,7,FALSE,10086.05126,3001.5,5346,SKU8,2.709862691,Route B,Sea,11.42302714,Mumbai,635.85,407.11,36.17
04-07-2023,Electronics,Supplier C,Warehouse 1,Fulfilled,261,3532,9486.34389,FALSE,11,FALSE,22467.9006,2947.5,6405,SKU78,4.096881332,Route C,Sea,71.12651472,Mumbai,651.29,486.73,30.57
03-07-2023,Accessories,Supplier B,Warehouse 3,Fulfilled,251,2363,11508.96521,TRUE,26,TRUE,47843.27114,3471,5846,SKU15,2.264405761,Route B,Sea,97.12128175,Bangalore,1904.88,1086.72,9.67
02-07-2023,Furniture,Supplier B,Warehouse 3,Canceled,790,4579,4934.295914,TRUE,27,TRUE,53335.23346,4459,6384,SKU97,3.376237835,Route A,Sea,65.76515593,Mumbai,1374.92,913.47,10.49
01-07-2023,Accessories,Supplier C,Warehouse 1,Pending,506,4339,10561.01585,TRUE,3,FALSE,23767.25726,3914,8882,SKU64,0.159486315,Route C,Rail,8.693042426,Delhi,1290.99,1077.71,102.4
30-06-2023,Clothing,Supplier B,Warehouse 1,Canceled,657,3489,4615.070174,TRUE,21,FALSE,68904.33537,2489.5,6515,SKU33,3.541046012,Route A,Rail,23.85342751,Chennai,3360.02,2133.25,213.94
29-06-2023,Clothing,Supplier B,Warehouse 1,Canceled,939,1490,10496.54844,TRUE,19,FALSE,146260.1783,1241.5,6039,SKU16,1.012563089,Route A,Road,77.1063425,Bangalore,2539.89,2055.81,191.3
28-06-2023,Clothing,Supplier D,Warehouse 2,Fulfilled,473,993,13450.14925,TRUE,27,FALSE,20325.83808,1291.5,6053,SKU52,2.122471619,Route C,Air,9.166849149,Mumbai,2480.08,1877.8,180.23
27-06-2023,Electronics,Supplier A,Warehouse 2,Canceled,832,1590,10460.65081,TRUE,5,FALSE,19386.35714,1770,9917,SKU56,1.173755495,Route B,Road,12.83628457,Mumbai,2723.92,1161.54,17.8
26-06-2023,Accessories,Supplier A,Warehouse 2,Fulfilled,195,1950,10876.5004,TRUE,26,FALSE,16890.13373,1187,9063,SKU33,3.541046012,Route A,Air,23.85342751,Chennai,3348.05,1985.71,215.58
25-06-2023,Electronics,Supplier B,Warehouse 1,Pending,667,424,12656.79475,TRUE,19,FALSE,82953.40208,869.5,8805,SKU77,3.055141818,Route B,Rail,42.95244475,Kolkata,219.65,156.89,8.53
24-06-2023,Furniture,Supplier A,Warehouse 3,Pending,337,1315,4275.845077,TRUE,26,FALSE,44987.41249,2174,6673,SKU4,3.145579523,Route A,Road,92.0651606,Delhi,1255.84,1059.96,80.65
23-06-2023,Clothing,Supplier A,Warehouse 2,Canceled,55,3033,6890.716096,TRUE,29,FALSE,10111.69054,3911,9165,SKU94,1.463607498,Route B,Road,60.38737861,Delhi,204.34,123.89,3
22-06-2023,Accessories,Supplier A,Warehouse 1,Pending,968,4789,14515.10432,TRUE,29,FALSE,187237.5007,4029.5,9787,SKU89,1.907665734,Route B,Road,46.60387338,Kolkata,1874.43,828.04,49.89
21-06-2023,Furniture,Supplier A,Warehouse 2,Fulfilled,142,3270,14924.23684,TRUE,23,FALSE,11620.66799,3057.5,7159,SKU55,4.548919659,Route B,Road,30.32354526,Delhi,1799.69,1175.02,110.41
20-06-2023,Furniture,Supplier B,Warehouse 1,Fulfilled,53,2845,4618.846641,TRUE,5,FALSE,9931.648209,3361.5,7256,SKU34,0.646604559,Route B,Rail,10.75427282,Chennai,5143.72,2350.44,331.65
19-06-2023,Clothing,Supplier A,Warehouse 2,Fulfilled,669,3878,8349.758257,TRUE,12,FALSE,62903.01382,2791.5,9771,SKU70,1.830575599,Route C,Rail,11.44078182,Bangalore,5929.14,4376.79,305.22
18-06-2023,Electronics,Supplier D,Warehouse 3,Fulfilled,543,1705,14975.62197,TRUE,29,FALSE,57146.68279,2625.5,6117,SKU35,0.541154098,Route C,Sea,58.00478704,Delhi,2214.48,1391.7,61.11
17-06-2023,Clothing,Supplier B,Warehouse 2,Fulfilled,683,3546,3441.371962,TRUE,4,FALSE,64595.06392,2387.5,5193,SKU33,3.541046012,Route A,Air,23.85342751,Chennai,1096.24,795.37,31
16-06-2023,Furniture,Supplier D,Warehouse 2,Fulfilled,951,1229,2087.619102,TRUE,7,FALSE,146160.6463,1030,7165,SKU84,4.843456577,Route B,Air,33.80863651,Chennai,2937.05,2323.83,227.64
15-06-2023,Clothing,Supplier D,Warehouse 1,Fulfilled,399,831,8118.954332,TRUE,20,FALSE,69903.8964,1924.5,6489,SKU53,1.410347576,Route B,Air,83.34405899,Delhi,1066.44,728.41,40.46
14-06-2023,Accessories,Supplier B,Warehouse 3,Fulfilled,502,3018,2310.616115,TRUE,24,FALSE,29941.23676,3101,9748,SKU50,4.754800805,Route B,Road,45.17875792,Delhi,1805.53,1219.81,69.57
13-06-2023,Clothing,Supplier A,Warehouse 2,Pending,712,3184,6250.563329,TRUE,29,TRUE,87711.14043,3936,9580,SKU7,0.398177187,Route C,Road,99.4661086,Bangalore,4847.1,3584.71,225.03
12-06-2023,Electronics,Supplier D,Warehouse 1,Fulfilled,222,4688,14243.04296,TRUE,4,FALSE,43158.15803,4546,8741,SKU4,3.145579523,Route A,Sea,92.0651606,Delhi,1035.07,806.43,36.97
11-06-2023,Clothing,Supplier D,Warehouse 3,Fulfilled,431,4404,6316.645558,TRUE,7,TRUE,70223.22336,3649.5,8500,SKU11,0.021169821,Route A,Road,27.59236309,Kolkata,4046.79,3201.31,187.97
10-06-2023,Clothing,Supplier B,Warehouse 2,Fulfilled,220,2895,3246.929781,FALSE,26,FALSE,34031.76208,1891,6459,SKU69,1.362387989,Route A,Road,77.62776581,Kolkata,3559.59,1482.19,133.22
09-06-2023,Furniture,Supplier B,Warehouse 3,Fulfilled,659,887,13109.43864,TRUE,11,TRUE,108283.2786,892.5,9758,SKU68,1.983467872,Route A,Sea,97.11358156,Bangalore,695.9,452.53,46.63
08-06-2023,Accessories,Supplier D,Warehouse 3,Fulfilled,621,898,11048.05967,TRUE,7,FALSE,123141.6564,866,8876,SKU73,4.620546065,Route A,Road,46.8702388,Chennai,4788.12,2381.24,350.39
07-06-2023,Furniture,Supplier C,Warehouse 3,Fulfilled,472,834,11420.22328,TRUE,28,TRUE,26461.80834,2510,6205,SKU22,2.591275473,Route C,Road,50.12083961,Kolkata,3635.73,2861.89,272.35
06-06-2023,Accessories,Supplier D,Warehouse 3,Canceled,782,4186,10414.92891,TRUE,2,FALSE,45969.47735,3265,5154,SKU36,3.805533379,Route C,Air,45.53136424,Delhi,2002.05,1384.97,94.74
05-06-2023,Accessories,Supplier B,Warehouse 1,Fulfilled,934,2344,8946.739773,FALSE,16,FALSE,111566.8844,1311,9811,SKU20,4.231416574,Route B,Air,65.68625961,Chennai,843.6,496.96,32.19
04-06-2023,Clothing,Supplier A,Warehouse 1,Fulfilled,246,278,8142.227269,TRUE,6,FALSE,12907.55744,1827.5,9049,SKU99,0.346027291,Route B,Sea,38.07289852,Chennai,765.7,371.1,44.33
03-06-2023,Clothing,Supplier D,Warehouse 2,Fulfilled,931,3377,9662.262309,TRUE,3,FALSE,65369.15486,3608.5,9643,SKU22,2.591275473,Route C,Road,50.12083961,Kolkata,1056.1,583.56,71.68
02-06-2023,Furniture,Supplier A,Warehouse 1,Fulfilled,707,3840,9283.429093,TRUE,6,FALSE,61219.09025,2557,5521,SKU25,3.797231217,Route B,Air,78.28038312,Kolkata,3110.67,2229.42,146.9
01-06-2023,Accessories,Supplier A,Warehouse 2,Fulfilled,279,1274,7953.338863,TRUE,24,FALSE,41443.70872,1614.5,6565,SKU33,3.541046012,Route A,Road,23.85342751,Chennai,695.32,342.07,39.98
31-05-2023,Accessories,Supplier D,Warehouse 2,Fulfilled,507,1955,10950.51412,TRUE,15,FALSE,29963.87129,1943,8972,SKU10,1.727313928,Route B,Road,96.52735279,Kolkata,2800.39,1238.08,171.47
30-05-2023,Electronics,Supplier C,Warehouse 1,Pending,847,1931,862.2691931,TRUE,15,FALSE,163970.7861,1834.5,8472,SKU51,1.772951172,Route A,Road,14.19032834,Bangalore,522.3,417.64,29.11
29-05-2023,Accessories,Supplier B,Warehouse 2,Pending,362,1738,9650.216202,FALSE,26,FALSE,43903.54727,1314,7851,SKU30,0.965394705,Route C,Road,51.6348934,Kolkata,1474.29,1096.72,89.87
28-05-2023,Furniture,Supplier C,Warehouse 2,Fulfilled,174,890,4186.757834,TRUE,7,FALSE,29233.64396,780.5,5027,SKU11,0.021169821,Route A,Road,27.59236309,Kolkata,2017.57,988.42,41.66
27-05-2023,Furniture,Supplier D,Warehouse 2,Fulfilled,152,671,5341.585837,TRUE,19,FALSE,18760.35842,1276,9506,SKU84,4.843456577,Route B,Road,33.80863651,Chennai,20850.44,11082.84,883.6
26-05-2023,Furniture,Supplier A,Warehouse 2,Canceled,420,1881,10239.07335,TRUE,4,FALSE,63920.99098,2591,6604,SKU12,2.161253748,Route B,Road,32.32128621,Kolkata,456.09,381.94,22.4
25-05-2023,Furniture,Supplier B,Warehouse 2,Fulfilled,925,3301,6969.164219,FALSE,2,FALSE,148130.8806,1799.5,9773,SKU35,0.541154098,Route C,Road,58.00478704,Delhi,7879.46,5662.83,40.86
24-05-2023,Electronics,Supplier D,Warehouse 1,Fulfilled,553,298,5602.981676,TRUE,29,FALSE,52705.01815,235,9044,SKU30,0.965394705,Route C,Sea,51.6348934,Kolkata,2100.31,1417.16,145.34
23-05-2023,Furniture,Supplier A,Warehouse 1,Fulfilled,632,172,14096.09118,TRUE,19,FALSE,69099.49793,2179.5,6834,SKU30,0.965394705,Route C,Rail,51.6348934,Kolkata,2727.59,1468.62,138.43
22-05-2023,Accessories,Supplier A,Warehouse 1,Fulfilled,825,4187,2489.793626,TRUE,23,FALSE,55351.28373,2417.5,8009,SKU85,1.374429,Route B,Rail,69.92934552,Chennai,2035.2,1088.03,29.89
21-05-2023,Furniture,Supplier A,Warehouse 2,Fulfilled,606,648,8805.027728,TRUE,10,TRUE,30866.14735,2043.5,7501,SKU5,2.779193512,Route A,Road,56.76647556,Bangalore,2820.66,1178.43,186.8
20-05-2023,Clothing,Supplier C,Warehouse 3,Pending,536,3439,7765.083436,TRUE,14,FALSE,66657.15921,4143.5,6197,SKU49,2.825813985,Route A,Road,14.14781544,Delhi,1550.47,1128.46,91.14
19-05-2023,Clothing,Supplier D,Warehouse 3,Fulfilled,250,4848,11183.98361,TRUE,12,FALSE,37048.46872,4709.5,9611,SKU44,2.96262632,Route A,Rail,22.55410662,Delhi,7739.17,3246.03,478.84
18-05-2023,Clothing,Supplier B,Warehouse 3,Fulfilled,208,4571,13105.60836,TRUE,13,FALSE,11845.38146,2929,8478,SKU74,0.396612724,Route A,Sea,80.58085216,Delhi,1145.42,460.67,39.41
17-05-2023,Furniture,Supplier C,Warehouse 2,Pending,220,1287,7662.697663,TRUE,12,TRUE,34830.53686,2483.5,7934,SKU23,1.342291563,Route A,Road,98.60995724,Kolkata,5609.6,4085.32,387.43
16-05-2023,Clothing,Supplier C,Warehouse 1,Fulfilled,832,3680,14754.43814,TRUE,24,TRUE,59789.6193,3156,7121,SKU30,0.965394705,Route C,Road,51.6348934,Kolkata,949.21,784.99,34.22
15-05-2023,Accessories,Supplier B,Warehouse 2,Fulfilled,841,2632,14605.50867,TRUE,17,FALSE,22043.19682,2523,6376,SKU13,1.63107423,Route B,Sea,97.82905011,Bangalore,1702.32,1260.44,81.35
14-05-2023,Accessories,Supplier B,Warehouse 1,Fulfilled,185,2414,10878.17093,FALSE,17,FALSE,14858.57806,1827,5828,SKU35,0.541154098,Route C,Rail,58.00478704,Delhi,618.96,378.95,3.12
13-05-2023,Furniture,Supplier D,Warehouse 3,Fulfilled,807,1240,2525.539403,TRUE,17,TRUE,109650.9118,2978,6822,SKU56,1.173755495,Route B,Road,12.83628457,Mumbai,2849.86,1763.26,152.08
12-05-2023,Clothing,Supplier B,Warehouse 2,Fulfilled,820,4716,672.8107532,TRUE,9,FALSE,123909.8011,4551,7709,SKU69,1.362387989,Route A,Road,77.62776581,Kolkata,7670.41,4573.57,451.51
11-05-2023,Clothing,Supplier B,Warehouse 2,Fulfilled,336,4386,1986.673374,TRUE,9,FALSE,65889.12482,2276,5760,SKU12,2.161253748,Route B,Sea,32.32128621,Kolkata,1673.45,913.85,79.54
